Cuvant: ~If~; Parti-Intrari: ~interjectie/prepozitie/conjunctie-469~
Cuvant: ~7-9~; Parti-Intrari: ~substantiv-1~
Cuvant: ~Change~; Parti-Intrari: ~substantiv-1~
Cuvant: ~pitchers~; Parti-Intrari: ~substantiv-1~
Cuvant: ~Solly~; Parti-Intrari: ~substantiv-2~
Cuvant: ~Hemus~; Parti-Intrari: ~substantiv-5~
Cuvant: ~announced~; Parti-Intrari: ~verb-37~
Cuvant: ~switch~; Parti-Intrari: ~substantiv-28#verb-3~
Cuvant: ~starting~; Parti-Intrari: ~verb-46~
Cuvant: ~pitcher~; Parti-Intrari: ~substantiv-18~
Cuvant: ~Bob~; Parti-Intrari: ~substantiv-33~
Cuvant: ~Gibson~; Parti-Intrari: ~substantiv-4~
Cuvant: ~Ernie~; Parti-Intrari: ~substantiv-18~
Cuvant: ~Broglio~; Parti-Intrari: ~substantiv-2~
Cuvant: ~reasons~; Parti-Intrari: ~substantiv-57#verb-1~
Cuvant: ~:~; Parti-Intrari: ~punctuatie-980#interjectie/prepozitie/conjunctie-9#substantiv-1#substantiv-1~
Cuvant: ~Broglio's~; Parti-Intrari: ~substantiv-1~
Cuvant: ~4-0~; Parti-Intrari: ~substantiv-2~
Cuvant: ~won-lost~; Parti-Intrari: ~adjectiv-1~
Cuvant: ~1.24~; Parti-Intrari: ~substantiv-1~
Cuvant: ~earned-run~; Parti-Intrari: ~substantiv-1~
Cuvant: ~mark~; Parti-Intrari: ~substantiv-24#verb-10~
Cuvant: ~;~; Parti-Intrari: ~punctuatie-3364~
Cuvant: ~desire~; Parti-Intrari: ~substantiv-34#verb-6~
Cuvant: ~starts~; Parti-Intrari: ~verb-13#substantiv-7~
Cuvant: ~Redbirds'~; Parti-Intrari: ~substantiv-1~
Cuvant: ~disheartening~; Parti-Intrari: ~verb-1~
Cuvant: ~11-7~; Parti-Intrari: ~substantiv-1~
Cuvant: ~collapse~; Parti-Intrari: ~substantiv-2#verb-1~
Cuvant: ~Sunday~; Parti-Intrari: ~adverb-68~
Cuvant: ~eager~; Parti-Intrari: ~adjectiv-15~
Cuvant: ~pitching~; Parti-Intrari: ~verb-10#substantiv-3~
Cuvant: ~slump~; Parti-Intrari: ~substantiv-5#verb-2~
Cuvant: ~brought~; Parti-Intrari: ~verb-68~
Cuvant: ~losses~; Parti-Intrari: ~substantiv-21~
Cuvant: ~games~; Parti-Intrari: ~substantiv-42~
Cuvant: ~current~; Parti-Intrari: ~adjectiv-46#substantiv-9~
Cuvant: ~stand~; Parti-Intrari: ~verb-67#substantiv-24~
Cuvant: ~moved~; Parti-Intrari: ~verb-87~
Cuvant: ~Wednesday~; Parti-Intrari: ~adverb-18~
Cuvant: ~night~; Parti-Intrari: ~substantiv-287~
Cuvant: ~assignment~; Parti-Intrari: ~substantiv-37~
Cuvant: ~After~; Parti-Intrari: ~interjectie/prepozitie/conjunctie-98~
Cuvant: ~Thursday's~; Parti-Intrari: ~adverb-1~
Cuvant: ~plans~; Parti-Intrari: ~substantiv-63#verb-6~
Cuvant: ~Larry~; Parti-Intrari: ~substantiv-7~
Cuvant: ~Jackson~; Parti-Intrari: ~substantiv-26~
Cuvant: ~Cubs~; Parti-Intrari: ~substantiv-2~
Cuvant: ~Friday~; Parti-Intrari: ~adverb-29~
Cuvant: ~Harvey~; Parti-Intrari: ~substantiv-3~
Cuvant: ~Haddix~; Parti-Intrari: ~substantiv-2~
Cuvant: ~set~; Parti-Intrari: ~verb-96#substantiv-57~
Cuvant: ~flu~; Parti-Intrari: ~substantiv-7~
Cuvant: ~Cardinal~; Parti-Intrari: ~substantiv-7~
Cuvant: ~mates~; Parti-Intrari: ~substantiv-8~
Cuvant: ~playing~; Parti-Intrari: ~verb-65#substantiv-17~
Cuvant: ~captain~; Parti-Intrari: ~substantiv-35~
Cuvant: ~Kenny~; Parti-Intrari: ~substantiv-2~
Cuvant: ~Boyer~; Parti-Intrari: ~substantiv-2~
Cuvant: ~tonight's~; Parti-Intrari: ~adverb-1~
Cuvant: ~game~; Parti-Intrari: ~substantiv-96#verb-1~
Cuvant: ~Busch~; Parti-Intrari: ~substantiv-2~
Cuvant: ~Stadium~; Parti-Intrari: ~substantiv-15~
Cuvant: ~suffering~; Parti-Intrari: ~verb-11#substantiv-3~
Cuvant: ~stiff~; Parti-Intrari: ~adjectiv-17#substantiv-2~
Cuvant: ~neck~; Parti-Intrari: ~substantiv-55~
Cuvant: ~13-8~; Parti-Intrari: ~substantiv-1~
Cuvant: ~1-3~; Parti-Intrari: ~substantiv-1~
Cuvant: ~Pirate~; Parti-Intrari: ~substantiv-2~
Cuvant: ~Danny~; Parti-Intrari: ~substantiv-2~
Cuvant: ~Murtaugh~; Parti-Intrari: ~substantiv-3~
Cuvant: ~decided~; Parti-Intrari: ~verb-27~
Cuvant: ~Vern~; Parti-Intrari: ~substantiv-1~
Cuvant: ~Law~; Parti-Intrari: ~substantiv-11~
Cuvant: ~Wednesday's~; Parti-Intrari: ~adverb-1~
Cuvant: ~Nieman~; Parti-Intrari: ~substantiv-1~
Cuvant: ~lineup~; Parti-Intrari: ~substantiv-1~
Cuvant: ~lengthy~; Parti-Intrari: ~adjectiv-6~
Cuvant: ~workout~; Parti-Intrari: ~substantiv-5~
Cuvant: ~yesterday~; Parti-Intrari: ~adverb-50~
Cuvant: ~stay~; Parti-Intrari: ~verb-71#substantiv-9~
Cuvant: ~That~; Parti-Intrari: ~adjectiv-199#interjectie/prepozitie/conjunctie-25#pronume-2~
Cuvant: ~Stan~; Parti-Intrari: ~substantiv-3~
Cuvant: ~Musial~; Parti-Intrari: ~substantiv-3~
Cuvant: ~ride~; Parti-Intrari: ~verb-16#substantiv-9~
Cuvant: ~bench~; Parti-Intrari: ~substantiv-24#verb-1~
Cuvant: ~seventh~; Parti-Intrari: ~adjectiv-8~
Cuvant: ~anniversary~; Parti-Intrari: ~substantiv-15~
Cuvant: ~five-home~; Parti-Intrari: ~substantiv-1~
Cuvant: ~Giants~; Parti-Intrari: ~substantiv-8~
Cuvant: ~I~; Parti-Intrari: ~pronume-3145#substantiv-1~
Cuvant: ~Bill~; Parti-Intrari: ~substantiv-47~
Cuvant: ~White~; Parti-Intrari: ~adjectiv-41#substantiv-15~
Cuvant: ~(~; Parti-Intrari: ~punctuatie-1285~
Cuvant: ~sore~; Parti-Intrari: ~adjectiv-6~
Cuvant: ~ankles~; Parti-Intrari: ~substantiv-4~
Cuvant: ~)~; Parti-Intrari: ~punctuatie-1287~
Cuvant: ~ready~; Parti-Intrari: ~adjectiv-103#verb-1~
Cuvant: ~With~; Parti-Intrari: ~interjectie/prepozitie/conjunctie-176~
Cuvant: ~lefthander~; Parti-Intrari: ~substantiv-2~
Cuvant: ~Don~; Parti-Intrari: ~substantiv-18~
Cuvant: ~Taussig~; Parti-Intrari: ~substantiv-1~
Cuvant: ~center~; Parti-Intrari: ~substantiv-101#verb-5#adjectiv-1~
Cuvant: ~Lindy~; Parti-Intrari: ~substantiv-1~
Cuvant: ~McDaniel~; Parti-Intrari: ~substantiv-2~
Cuvant: ~threw~; Parti-Intrari: ~verb-33~
Cuvant: ~batting~; Parti-Intrari: ~verb-9~
Cuvant: ~practice~; Parti-Intrari: ~substantiv-37#verb-2~
Cuvant: ~minutes~; Parti-Intrari: ~substantiv-121~
Cuvant: ~looked~; Parti-Intrari: ~verb-235~
Cuvant: ~He~; Parti-Intrari: ~pronume-2103~
Cuvant: ~groove~; Parti-Intrari: ~substantiv-1~
Cuvant: ~Our~; Parti-Intrari: ~pronume-53~
Cuvant: ~statistics~; Parti-Intrari: ~substantiv-14~
Cuvant: ~extra~; Parti-Intrari: ~adjectiv-28~
Cuvant: ~loose~; Parti-Intrari: ~adjectiv-20#adverb-8#substantiv-1#substantiv-1~
Cuvant: ~Six~; Parti-Intrari: ~substantiv-2~
Cuvant: ~Bucks~; Parti-Intrari: ~substantiv-1~
Cuvant: ~Until~; Parti-Intrari: ~interjectie/prepozitie/conjunctie-14~
Cuvant: ~Bucs'~; Parti-Intrari: ~substantiv-1~
Cuvant: ~bats~; Parti-Intrari: ~substantiv-5#verb-1~
Cuvant: ~quieted~; Parti-Intrari: ~verb-2~
Cuvant: ~bit~; Parti-Intrari: ~substantiv-74#verb-4~
Cuvant: ~Cincinnati~; Parti-Intrari: ~substantiv-5~
Cuvant: ~weekend~; Parti-Intrari: ~substantiv-22~
Cuvant: ~hitting~; Parti-Intrari: ~verb-9~
Cuvant: ~Despite~; Parti-Intrari: ~interjectie/prepozitie/conjunctie-21~
Cuvant: ~recession~; Parti-Intrari: ~substantiv-5~
Cuvant: ~town~; Parti-Intrari: ~substantiv-143~
Cuvant: ~imposing~; Parti-Intrari: ~verb-3~
Cuvant: ~list~; Parti-Intrari: ~substantiv-93#verb-3~
Cuvant: ~averages~; Parti-Intrari: ~substantiv-7~
Cuvant: ~Smoky~; Parti-Intrari: ~adjectiv-3#substantiv-1~
Cuvant: ~Burgess~; Parti-Intrari: ~substantiv-2~
Cuvant: ~Gino~; Parti-Intrari: ~substantiv-1~
Cuvant: ~Cimoli~; Parti-Intrari: ~substantiv-1~
Cuvant: ~Virdon~; Parti-Intrari: ~substantiv-2~
Cuvant: ~Clemente~; Parti-Intrari: ~substantiv-1~
Cuvant: ~Dick~; Parti-Intrari: ~substantiv-13~
Cuvant: ~Groat~; Parti-Intrari: ~substantiv-1~
Cuvant: ~Stuart~; Parti-Intrari: ~substantiv-7~
Cuvant: ~Hoak~; Parti-Intrari: ~substantiv-1~
Cuvant: ~Skinner~; Parti-Intrari: ~substantiv-1~
Cuvant: ~Mazeroski~; Parti-Intrari: ~substantiv-3~
Cuvant: ~Hal~; Parti-Intrari: ~substantiv-28~
Cuvant: ~Smith~; Parti-Intrari: ~substantiv-25~
Cuvant: ~dragging~; Parti-Intrari: ~verb-10~
Cuvant: ~feet~; Parti-Intrari: ~substantiv-202~
Cuvant: ~Perhaps~; Parti-Intrari: ~adverb-59~
Cuvant: ~unhappiest~; Parti-Intrari: ~adjectiv-1~
Cuvant: ~news~; Parti-Intrari: ~substantiv-63~
Cuvant: ~sit~; Parti-Intrari: ~verb-41~
Cuvant: ~series~; Parti-Intrari: ~substantiv-73~
Cuvant: ~Friend~; Parti-Intrari: ~substantiv-3~
Cuvant: ~beaten~; Parti-Intrari: ~verb-10~
Cuvant: ~Man~; Parti-Intrari: ~substantiv-31~
Cuvant: ~dramatic~; Parti-Intrari: ~adjectiv-38~
Cuvant: ~runs~; Parti-Intrari: ~substantiv-28#verb-9~
Cuvant: ~action~; Parti-Intrari: ~substantiv-168~
Cuvant: ~week~; Parti-Intrari: ~substantiv-168~
Cuvant: ~We're~; Parti-Intrari: ~pronume-19~
Cuvant: ~change~; Parti-Intrari: ~substantiv-72#verb-41~
Cuvant: ~blasting~; Parti-Intrari: ~verb-2~
Cuvant: ~ball~; Parti-Intrari: ~substantiv-72~
Cuvant: ~No~; Parti-Intrari: ~articol-149#adverb-92#adjectiv-2~
Cuvant: ~plunkers~; Parti-Intrari: ~substantiv-1~
Cuvant: ~Bucs~; Parti-Intrari: ~substantiv-1~
Cuvant: ~jumped~; Parti-Intrari: ~verb-26~
Cuvant: ~11-3~; Parti-Intrari: ~substantiv-1~
Cuvant: ~May~; Parti-Intrari: ~substantiv-54#verb-6~
Cuvant: ~Dodgers~; Parti-Intrari: ~substantiv-4~
Cuvant: ~held~; Parti-Intrari: ~verb-83~
Cuvant: ~On~; Parti-Intrari: ~interjectie/prepozitie/conjunctie-193#adverb-1~
Cuvant: ~stood~; Parti-Intrari: ~verb-157~
Cuvant: ~7-6~; Parti-Intrari: ~substantiv-1~
Cuvant: ~two-season~; Parti-Intrari: ~adjectiv-2~
Cuvant: ~fall-off~; Parti-Intrari: ~substantiv-1~
Cuvant: ~milestone~; Parti-Intrari: ~substantiv-2~
Cuvant: ~In~; Parti-Intrari: ~interjectie/prepozitie/conjunctie-932#adverb-1~
Cuvant: ~Birds~; Parti-Intrari: ~substantiv-2~
Cuvant: ~3-10~; Parti-Intrari: ~substantiv-1~
Cuvant: ~A~; Parti-Intrari: ~articol-706#substantiv-18~
Cuvant: ~4-13~; Parti-Intrari: ~substantiv-1~
Cuvant: ~Since~; Parti-Intrari: ~interjectie/prepozitie/conjunctie-21~
Cuvant: ~St.~; Parti-Intrari: ~substantiv-34~
Cuvant: ~Louis~; Parti-Intrari: ~substantiv-48~
Cuvant: ~club~; Parti-Intrari: ~substantiv-38~
Cuvant: ~times~; Parti-Intrari: ~substantiv-157#interjectie/prepozitie/conjunctie-3#verb-1~
Cuvant: ~'49~; Parti-Intrari: ~substantiv-1~
Cuvant: ~so-so~; Parti-Intrari: ~adjectiv-3~
Cuvant: ~5-5~; Parti-Intrari: ~substantiv-1~
Cuvant: ~fell~; Parti-Intrari: ~verb-57#adjectiv-1~
Cuvant: ~12-17~; Parti-Intrari: ~substantiv-1~
Cuvant: ~finishing~; Parti-Intrari: ~verb-6~
Cuvant: ~victories~; Parti-Intrari: ~substantiv-4~
Cuvant: ~'52~; Parti-Intrari: ~substantiv-1~
Cuvant: ~Cards~; Parti-Intrari: ~substantiv-2~
Cuvant: ~6-7~; Parti-Intrari: ~substantiv-1~
Cuvant: ~triumphs~; Parti-Intrari: ~substantiv-2~
Cuvant: ~club's~; Parti-Intrari: ~substantiv-4~
Cuvant: ~Then~; Parti-Intrari: ~adverb-249#adjectiv-7~
Cuvant: ~tumbled~; Parti-Intrari: ~verb-5~
Cuvant: ~11-18~; Parti-Intrari: ~substantiv-1~
Cuvant: ~recovering~; Parti-Intrari: ~verb-3~
Cuvant: ~race~; Parti-Intrari: ~substantiv-67#verb-4~
Cuvant: ~total~; Parti-Intrari: ~substantiv-71#adjectiv-41#verb-3~
Cuvant: ~National~; Parti-Intrari: ~adjectiv-76~
Cuvant: ~League~; Parti-Intrari: ~substantiv-27~
Cuvant: ~hot~; Parti-Intrari: ~adjectiv-85~
Cuvant: ~runaway~; Parti-Intrari: ~substantiv-1#substantiv-1#substantiv-1~
Cuvant: ~'55~; Parti-Intrari: ~substantiv-2~
Cuvant: ~Dodger~; Parti-Intrari: ~substantiv-1~
Cuvant: ~Those~; Parti-Intrari: ~adjectiv-34~
Cuvant: ~owned~; Parti-Intrari: ~verb-9~
Cuvant: ~21-2~; Parti-Intrari: ~substantiv-1~
Cuvant: ~nine-game~; Parti-Intrari: ~adjectiv-1~
Cuvant: ~lead~; Parti-Intrari: ~verb-50#substantiv-27~
Cuvant: ~overcame~; Parti-Intrari: ~verb-2~
Cuvant: ~worst~; Parti-Intrari: ~adjectiv-21~
Cuvant: ~comparable~; Parti-Intrari: ~adjectiv-14~
Cuvant: ~period~; Parti-Intrari: ~substantiv-135~
Cuvant: ~win~; Parti-Intrari: ~verb-35~
Cuvant: ~pennant~; Parti-Intrari: ~substantiv-4~
Cuvant: ~New~; Parti-Intrari: ~adjectiv-362~
Cuvant: ~York's~; Parti-Intrari: ~substantiv-5~
Cuvant: ~'51~; Parti-Intrari: ~substantiv-1~
Cuvant: ~dropped~; Parti-Intrari: ~verb-56~
Cuvant: ~honored~; Parti-Intrari: ~verb-2~
Cuvant: ~battling~; Parti-Intrari: ~verb-2~
Cuvant: ~Billikens~; Parti-Intrari: ~substantiv-2~
Cuvant: ~Speakers~; Parti-Intrari: ~substantiv-2~
Cuvant: ~Tipoff~; Parti-Intrari: ~substantiv-1~
Cuvant: ~Club~; Parti-Intrari: ~substantiv-42~
Cuvant: ~dinner~; Parti-Intrari: ~substantiv-61~
Cuvant: ~dealt~; Parti-Intrari: ~verb-6~
Cuvant: ~lavish~; Parti-Intrari: ~adjectiv-3~
Cuvant: ~praise~; Parti-Intrari: ~substantiv-10#verb-3~
Cuvant: ~University~; Parti-Intrari: ~substantiv-87~
Cuvant: ~players~; Parti-Intrari: ~substantiv-20~
Cuvant: ~Coach~; Parti-Intrari: ~substantiv-5~
Cuvant: ~John~; Parti-Intrari: ~substantiv-213~
Cuvant: ~Benington~; Parti-Intrari: ~substantiv-7~
Cuvant: ~confidence~; Parti-Intrari: ~substantiv-36~
Cuvant: ~valuable~; Parti-Intrari: ~adjectiv-28~
Cuvant: ~player~; Parti-Intrari: ~substantiv-13~
Cuvant: ~award~; Parti-Intrari: ~substantiv-11#verb-2~
Cuvant: ~split~; Parti-Intrari: ~verb-9#substantiv-6~
Cuvant: ~Glen~; Parti-Intrari: ~substantiv-3~
Cuvant: ~Mankowski~; Parti-Intrari: ~substantiv-3~
Cuvant: ~Gordon~; Parti-Intrari: ~substantiv-7~
Cuvant: ~Hartweger~; Parti-Intrari: ~substantiv-5~
Cuvant: ~Tom~; Parti-Intrari: ~substantiv-51~
Cuvant: ~Kieffer~; Parti-Intrari: ~substantiv-2~
Cuvant: ~addition~; Parti-Intrari: ~substantiv-72~
Cuvant: ~special~; Parti-Intrari: ~adjectiv-125#substantiv-2~
Cuvant: ~Bevo~; Parti-Intrari: ~substantiv-2~
Cuvant: ~Nordmann~; Parti-Intrari: ~substantiv-4~
Cuvant: ~6-foot-10~; Parti-Intrari: ~adjectiv-1~
Cuvant: ~missed~; Parti-Intrari: ~verb-14~
Cuvant: ~knee~; Parti-Intrari: ~substantiv-27~
Cuvant: ~injury~; Parti-Intrari: ~substantiv-19~
Cuvant: ~You~; Parti-Intrari: ~pronume-386~
Cuvant: ~hear~; Parti-Intrari: ~verb-106~
Cuvant: ~people~; Parti-Intrari: ~substantiv-480#verb-2~
Cuvant: ~talk~; Parti-Intrari: ~verb-76#substantiv-20~
Cuvant: ~spirit~; Parti-Intrari: ~substantiv-106~
Cuvant: ~sort~; Parti-Intrari: ~substantiv-85#adverb-2#verb-1~
Cuvant: ~conversation~; Parti-Intrari: ~substantiv-32~
Cuvant: ~ceremonies~; Parti-Intrari: ~substantiv-12~
Cuvant: ~boys~; Parti-Intrari: ~substantiv-82~
Cuvant: ~tremendous~; Parti-Intrari: ~adjectiv-18~
Cuvant: ~respect~; Parti-Intrari: ~substantiv-46#verb-4~
Cuvant: ~other's~; Parti-Intrari: ~adverb-8~
Cuvant: ~ability~; Parti-Intrari: ~substantiv-40~
Cuvant: ~Several~; Parti-Intrari: ~adverb-25~
Cuvant: ~pepping~; Parti-Intrari: ~verb-1~
Cuvant: ~coach~; Parti-Intrari: ~substantiv-13~
Cuvant: ~supposed~; Parti-Intrari: ~verb-37~
Cuvant: ~deliver~; Parti-Intrari: ~verb-12~
Cuvant: ~fight~; Parti-Intrari: ~substantiv-37#verb-32~
Cuvant: ~We'd~; Parti-Intrari: ~pronume-4~
Cuvant: ~losing~; Parti-Intrari: ~verb-18~
Cuvant: ~halftime~; Parti-Intrari: ~substantiv-1~
Cuvant: ~'~; Parti-Intrari: ~punctuatie-220~
Cuvant: ~Don't~; Parti-Intrari: ~verb-66~
Cuvant: ~worry~; Parti-Intrari: ~verb-33#substantiv-9~
Cuvant: ~--~; Parti-Intrari: ~punctuatie-2095~
Cuvant: ~'em~; Parti-Intrari: ~pronume-37~
Cuvant: ~trio~; Parti-Intrari: ~substantiv-8~
Cuvant: ~shared~; Parti-Intrari: ~verb-10~
Cuvant: ~most-valuable~; Parti-Intrari: ~adjectiv-1~
Cuvant: ~honors~; Parti-Intrari: ~substantiv-2#verb-1~
Cuvant: ~introduced~; Parti-Intrari: ~verb-21~
Cuvant: ~Broeg~; Parti-Intrari: ~substantiv-1~
Cuvant: ~sports~; Parti-Intrari: ~substantiv-23#verb-1~
Cuvant: ~editor~; Parti-Intrari: ~substantiv-23~
Cuvant: ~Post-Dispatch~; Parti-Intrari: ~substantiv-1~
Cuvant: ~junior~; Parti-Intrari: ~adjectiv-9#substantiv-5~
Cuvant: ~commended~; Parti-Intrari: ~verb-2~
Cuvant: ~hit~; Parti-Intrari: ~verb-25#substantiv-7~
Cuvant: ~clutch~; Parti-Intrari: ~substantiv-4#verb-1~
Cuvant: ~all-round~; Parti-Intrari: ~adjectiv-1~
Cuvant: ~excellent~; Parti-Intrari: ~adjectiv-46~
Cuvant: ~play~; Parti-Intrari: ~verb-72#substantiv-60~
Cuvant: ~ball-hawking~; Parti-Intrari: ~adjectiv-1~
Cuvant: ~defensive~; Parti-Intrari: ~adjectiv-8~
Cuvant: ~expert~; Parti-Intrari: ~substantiv-14#adjectiv-10~
Cuvant: ~cited~; Parti-Intrari: ~verb-7~
Cuvant: ~performance~; Parti-Intrari: ~substantiv-84~
Cuvant: ~Bradley~; Parti-Intrari: ~substantiv-4~
Cuvant: ~U.'s~; Parti-Intrari: ~substantiv-1~
Cuvant: ~nationally~; Parti-Intrari: ~adverb-7~
Cuvant: ~televised~; Parti-Intrari: ~verb-4~
Cuvant: ~victory~; Parti-Intrari: ~substantiv-38~
Cuvant: ~I've~; Parti-Intrari: ~pronume-90~
Cuvant: ~recalled~; Parti-Intrari: ~verb-12~
Cuvant: ~told~; Parti-Intrari: ~verb-205~
Cuvant: ~doubted~; Parti-Intrari: ~verb-6~
Cuvant: ~lacking~; Parti-Intrari: ~verb-14~
Cuvant: ~accepted~; Parti-Intrari: ~verb-33~
Cuvant: ~basketball~; Parti-Intrari: ~substantiv-5~
Cuvant: ~skills~; Parti-Intrari: ~substantiv-18~
Cuvant: ~listed~; Parti-Intrari: ~verb-7~
Cuvant: ~boy's~; Parti-Intrari: ~substantiv-11~
Cuvant: ~faults~; Parti-Intrari: ~substantiv-4~
Cuvant: ~leave~; Parti-Intrari: ~verb-126#substantiv-7~
Cuvant: ~Mrs.~; Parti-Intrari: ~substantiv-257~
Cuvant: ~admired~; Parti-Intrari: ~verb-6~
Cuvant: ~Gordon's~; Parti-Intrari: ~substantiv-1~
Cuvant: ~persuade~; Parti-Intrari: ~verb-8~
Cuvant: ~husband~; Parti-Intrari: ~substantiv-77~
Cuvant: ~boy~; Parti-Intrari: ~substantiv-167#interjectie/prepozitie/conjunctie-1~
Cuvant: ~As~; Parti-Intrari: ~interjectie/prepozitie/conjunctie-253#adjectiv-29~
Cuvant: ~silver~; Parti-Intrari: ~substantiv-13#adjectiv-3~
Cuvant: ~bowl~; Parti-Intrari: ~substantiv-9~
Cuvant: ~coach's~; Parti-Intrari: ~substantiv-1~
Cuvant: ~wife~; Parti-Intrari: ~substantiv-141~
Cuvant: ~talking~; Parti-Intrari: ~verb-72#substantiv-1~
Cuvant: ~letting~; Parti-Intrari: ~verb-18~
Cuvant: ~Burnes~; Parti-Intrari: ~substantiv-1~
Cuvant: ~Globe-Democrat~; Parti-Intrari: ~substantiv-1~
Cuvant: ~congratulated~; Parti-Intrari: ~verb-2~
Cuvant: ~efforts~; Parti-Intrari: ~substantiv-73~
Cuvant: ~shape~; Parti-Intrari: ~substantiv-48#verb-1~
Cuvant: ~healed~; Parti-Intrari: ~verb-3~
Cuvant: ~time~; Parti-Intrari: ~substantiv-957#verb-1~
Cuvant: ~Within~; Parti-Intrari: ~interjectie/prepozitie/conjunctie-17~
Cuvant: ~suffered~; Parti-Intrari: ~verb-12~
Cuvant: ~Louis's~; Parti-Intrari: ~substantiv-2~
Cuvant: ~final~; Parti-Intrari: ~adjectiv-88#adverb-3#substantiv-1~
Cuvant: ~Kentucky~; Parti-Intrari: ~substantiv-7~
Cuvant: ~tournament~; Parti-Intrari: ~substantiv-6~
Cuvant: ~sitting~; Parti-Intrari: ~verb-63#substantiv-4~
Cuvant: ~Bill's~; Parti-Intrari: ~substantiv-2~
Cuvant: ~clock~; Parti-Intrari: ~substantiv-12~
Cuvant: ~inscription~; Parti-Intrari: ~substantiv-2~
Cuvant: ~For~; Parti-Intrari: ~interjectie/prepozitie/conjunctie-22~
Cuvant: ~Outstanding~; Parti-Intrari: ~adjectiv-1~
Cuvant: ~Contribution~; Parti-Intrari: ~substantiv-1~
Cuvant: ~Billiken~; Parti-Intrari: ~substantiv-1~
Cuvant: ~Basketball~; Parti-Intrari: ~substantiv-1~
Cuvant: ~1960-61~; Parti-Intrari: ~substantiv-2~
Cuvant: ~Other~; Parti-Intrari: ~adverb-41~
Cuvant: ~lettermen~; Parti-Intrari: ~substantiv-1~
Cuvant: ~compiled~; Parti-Intrari: ~verb-1~
Cuvant: ~21-9~; Parti-Intrari: ~substantiv-1~
Cuvant: ~finished~; Parti-Intrari: ~verb-22~
Cuvant: ~runner-up~; Parti-Intrari: ~substantiv-2~
Cuvant: ~Invitation~; Parti-Intrari: ~substantiv-2~
Cuvant: ~Tournament~; Parti-Intrari: ~substantiv-1~
Cuvant: ~Art~; Parti-Intrari: ~substantiv-5#verb-1~
Cuvant: ~Hambric~; Parti-Intrari: ~substantiv-1~
Cuvant: ~Donnell~; Parti-Intrari: ~substantiv-1~
Cuvant: ~Reid~; Parti-Intrari: ~substantiv-1~
Cuvant: ~Dave~; Parti-Intrari: ~substantiv-29~
Cuvant: ~Harris~; Parti-Intrari: ~substantiv-13~
Cuvant: ~Luechtefeld~; Parti-Intrari: ~substantiv-1~
Cuvant: ~George~; Parti-Intrari: ~substantiv-88~
