Cuvant: ~If~; Parte:  ~cs~; Parte expl.: ~subordinating conjunction if, although~; Nr. intrari: ~469~
Cuvant: ~age~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~104~
Cuvant: ~injuries~; Parte:  ~nns~; Parte expl.: ~plural noun~; Nr. intrari: ~7~
Cuvant: ~Vinegar~; Parte:  ~nn-tl~; Parte expl.: ~tag exception: nn-tl~; Nr. intrari: ~1~
Cuvant: ~Bend~; Parte:  ~nn-tl~; Parte expl.: ~tag exception: nn-tl~; Nr. intrari: ~3~
Cuvant: ~Mizell~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~3~
Cuvant: ~Bobby~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~19~
Cuvant: ~Shantz~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~1~
Cuvant: ~Tonight~; Parte:  ~nr~; Parte expl.: ~adverbial noun home, today, west~; Nr. intrari: ~2~
Cuvant: ~o'clock~; Parte:  ~rb~; Parte expl.: ~adverb~; Nr. intrari: ~26~
Cuvant: ~trouble~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~98~
Cuvant: ~breaking~; Parte:  ~vbg~; Parte expl.: ~verb, present participle/gerund~; Nr. intrari: ~12~
Cuvant: ~shot~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~40~
Cuvant: ~baseball's~; Parte:  ~nn$~; Parte expl.: ~possessive singular noun~; Nr. intrari: ~3~
Cuvant: ~champions~; Parte:  ~nns~; Parte expl.: ~plural noun~; Nr. intrari: ~6~
Cuvant: ~9-6~; Parte:  ~cd~; Parte expl.: ~cardinal numeral one, two, 2, etc.~; Nr. intrari: ~1~
Cuvant: ~record~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~88~
Cuvant: ~Redbirds~; Parte:  ~nps~; Parte expl.: ~plural proper noun~; Nr. intrari: ~3~
Cuvant: ~7-9~; Parte:  ~cd~; Parte expl.: ~cardinal numeral one, two, 2, etc.~; Nr. intrari: ~1~
Cuvant: ~Change~; Parte:  ~nn-hl~; Parte expl.: ~tag exception: nn-hl~; Nr. intrari: ~1~
Cuvant: ~pitchers~; Parte:  ~nns-hl~; Parte expl.: ~tag exception: nns-hl~; Nr. intrari: ~1~
Cuvant: ~.~; Parte:  ~.-hl~; Parte expl.: ~tag exception: .-hl~; Nr. intrari: ~336~
Cuvant: ~Solly~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~2~
Cuvant: ~Hemus~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~5~
Cuvant: ~announced~; Parte:  ~vbd~; Parte expl.: ~verb, past tense~; Nr. intrari: ~37~
Cuvant: ~switch~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~28~
Cuvant: ~starting~; Parte:  ~vbg~; Parte expl.: ~verb, present participle/gerund~; Nr. intrari: ~46~
Cuvant: ~pitcher~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~18~
Cuvant: ~Bob~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~33~
Cuvant: ~Gibson~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~4~
Cuvant: ~Ernie~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~18~
Cuvant: ~Broglio~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~2~
Cuvant: ~reasons~; Parte:  ~nns~; Parte expl.: ~plural noun~; Nr. intrari: ~57~
Cuvant: ~:~; Parte:  ~:~; Parte expl.: ~colon~; Nr. intrari: ~980~
Cuvant: ~Broglio's~; Parte:  ~np$~; Parte expl.: ~possessive proper noun~; Nr. intrari: ~1~
Cuvant: ~4-0~; Parte:  ~cd~; Parte expl.: ~cardinal numeral one, two, 2, etc.~; Nr. intrari: ~2~
Cuvant: ~won-lost~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~1~
Cuvant: ~1.24~; Parte:  ~cd~; Parte expl.: ~cardinal numeral one, two, 2, etc.~; Nr. intrari: ~1~
Cuvant: ~earned-run~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~1~
Cuvant: ~mark~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~24~
Cuvant: ~;~; Parte:  ~.~; Parte expl.: ~sentence closer~; Nr. intrari: ~3364~
Cuvant: ~desire~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~34~
Cuvant: ~starts~; Parte:  ~nns~; Parte expl.: ~plural noun~; Nr. intrari: ~7~
Cuvant: ~Redbirds'~; Parte:  ~nps$~; Parte expl.: ~possessive plural proper noun~; Nr. intrari: ~1~
Cuvant: ~disheartening~; Parte:  ~vbg~; Parte expl.: ~verb, present participle/gerund~; Nr. intrari: ~1~
Cuvant: ~11-7~; Parte:  ~cd~; Parte expl.: ~cardinal numeral one, two, 2, etc.~; Nr. intrari: ~1~
Cuvant: ~collapse~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~2~
Cuvant: ~Sunday~; Parte:  ~nr~; Parte expl.: ~adverbial noun home, today, west~; Nr. intrari: ~68~
Cuvant: ~eager~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~15~
Cuvant: ~pitching~; Parte:  ~vbg~; Parte expl.: ~verb, present participle/gerund~; Nr. intrari: ~10~
Cuvant: ~slump~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~5~
Cuvant: ~brought~; Parte:  ~vbn~; Parte expl.: ~verb, past participle~; Nr. intrari: ~68~
Cuvant: ~losses~; Parte:  ~nns~; Parte expl.: ~plural noun~; Nr. intrari: ~21~
Cuvant: ~games~; Parte:  ~nns~; Parte expl.: ~plural noun~; Nr. intrari: ~42~
Cuvant: ~current~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~46~
Cuvant: ~stand~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~24~
Cuvant: ~moved~; Parte:  ~vbd~; Parte expl.: ~verb, past tense~; Nr. intrari: ~87~
Cuvant: ~Wednesday~; Parte:  ~nr~; Parte expl.: ~adverbial noun home, today, west~; Nr. intrari: ~18~
Cuvant: ~night~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~287~
Cuvant: ~assignment~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~37~
Cuvant: ~After~; Parte:  ~in~; Parte expl.: ~preposition~; Nr. intrari: ~98~
Cuvant: ~Thursday's~; Parte:  ~nr$~; Parte expl.: ~tag exception: nr$~; Nr. intrari: ~1~
Cuvant: ~plans~; Parte:  ~vbz~; Parte expl.: ~verb, 3rd. singular present~; Nr. intrari: ~6~
Cuvant: ~Larry~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~7~
Cuvant: ~Jackson~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~26~
Cuvant: ~Cubs~; Parte:  ~nps~; Parte expl.: ~plural proper noun~; Nr. intrari: ~2~
Cuvant: ~Friday~; Parte:  ~nr~; Parte expl.: ~adverbial noun home, today, west~; Nr. intrari: ~29~
Cuvant: ~Harvey~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~3~
Cuvant: ~Haddix~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~2~
Cuvant: ~set~; Parte:  ~vbn~; Parte expl.: ~verb, past participle~; Nr. intrari: ~96~
Cuvant: ~flu~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~7~
Cuvant: ~start~; Parte:  ~vb~; Parte expl.: ~verb, base form~; Nr. intrari: ~57~
Cuvant: ~Cardinal~; Parte:  ~nn-tl~; Parte expl.: ~tag exception: nn-tl~; Nr. intrari: ~7~
Cuvant: ~mates~; Parte:  ~nns~; Parte expl.: ~plural noun~; Nr. intrari: ~8~
Cuvant: ~playing~; Parte:  ~vbg~; Parte expl.: ~verb, present participle/gerund~; Nr. intrari: ~65~
Cuvant: ~captain~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~35~
Cuvant: ~Kenny~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~2~
Cuvant: ~Boyer~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~2~
Cuvant: ~tonight's~; Parte:  ~nr$~; Parte expl.: ~tag exception: nr$~; Nr. intrari: ~1~
Cuvant: ~game~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~96~
Cuvant: ~Busch~; Parte:  ~np-tl~; Parte expl.: ~tag exception: np-tl~; Nr. intrari: ~2~
Cuvant: ~Stadium~; Parte:  ~nn-tl~; Parte expl.: ~tag exception: nn-tl~; Nr. intrari: ~15~
Cuvant: ~suffering~; Parte:  ~vbg~; Parte expl.: ~verb, present participle/gerund~; Nr. intrari: ~11~
Cuvant: ~stiff~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~17~
Cuvant: ~neck~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~55~
Cuvant: ~13-8~; Parte:  ~cd~; Parte expl.: ~cardinal numeral one, two, 2, etc.~; Nr. intrari: ~1~
Cuvant: ~1-3~; Parte:  ~cd~; Parte expl.: ~cardinal numeral one, two, 2, etc.~; Nr. intrari: ~1~
Cuvant: ~Pirate~; Parte:  ~nn-tl~; Parte expl.: ~tag exception: nn-tl~; Nr. intrari: ~2~
Cuvant: ~Danny~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~2~
Cuvant: ~Murtaugh~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~3~
Cuvant: ~decided~; Parte:  ~vbn~; Parte expl.: ~verb, past participle~; Nr. intrari: ~27~
Cuvant: ~Vern~; Parte:  ~np-tl~; Parte expl.: ~tag exception: np-tl~; Nr. intrari: ~1~
Cuvant: ~Law~; Parte:  ~nn-tl~; Parte expl.: ~tag exception: nn-tl~; Nr. intrari: ~11~
Cuvant: ~Wednesday's~; Parte:  ~nr$~; Parte expl.: ~tag exception: nr$~; Nr. intrari: ~1~
Cuvant: ~Nieman~; Parte:  ~np-hl~; Parte expl.: ~tag exception: np-hl~; Nr. intrari: ~1~
Cuvant: ~lineup~; Parte:  ~nn-hl~; Parte expl.: ~tag exception: nn-hl~; Nr. intrari: ~1~
Cuvant: ~lengthy~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~6~
Cuvant: ~workout~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~5~
Cuvant: ~yesterday~; Parte:  ~nr~; Parte expl.: ~adverbial noun home, today, west~; Nr. intrari: ~50~
Cuvant: ~Nieman~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~2~
Cuvant: ~stay~; Parte:  ~vb~; Parte expl.: ~verb, base form~; Nr. intrari: ~71~
Cuvant: ~lineup~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~2~
Cuvant: ~That~; Parte:  ~dt~; Parte expl.: ~singular determiner this, that~; Nr. intrari: ~199~
Cuvant: ~Stan~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~3~
Cuvant: ~Musial~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~3~
Cuvant: ~ride~; Parte:  ~vb~; Parte expl.: ~verb, base form~; Nr. intrari: ~16~
Cuvant: ~bench~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~24~
Cuvant: ~seventh~; Parte:  ~od~; Parte expl.: ~ordinal numeral first, 2nd~; Nr. intrari: ~8~
Cuvant: ~anniversary~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~15~
Cuvant: ~five-home~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~1~
Cuvant: ~Giants~; Parte:  ~nns-tl~; Parte expl.: ~tag exception: nns-tl~; Nr. intrari: ~8~
Cuvant: ~I~; Parte:  ~ppss~; Parte expl.: ~other nominative personal pronoun I, we, they, you~; Nr. intrari: ~3145~
Cuvant: ~Bill~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~47~
Cuvant: ~White~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~15~
Cuvant: ~(~; Parte:  ~(~; Parte expl.: ~left paren~; Nr. intrari: ~1285~
Cuvant: ~sore~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~6~
Cuvant: ~ankles~; Parte:  ~nns~; Parte expl.: ~plural noun~; Nr. intrari: ~4~
Cuvant: ~)~; Parte:  ~)~; Parte expl.: ~right paren~; Nr. intrari: ~1287~
Cuvant: ~ready~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~103~
Cuvant: ~With~; Parte:  ~in~; Parte expl.: ~preposition~; Nr. intrari: ~176~
Cuvant: ~lefthander~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~2~
Cuvant: ~Don~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~18~
Cuvant: ~Taussig~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~1~
Cuvant: ~center~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~101~
Cuvant: ~Lindy~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~1~
Cuvant: ~McDaniel~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~2~
Cuvant: ~threw~; Parte:  ~vbd~; Parte expl.: ~verb, past tense~; Nr. intrari: ~33~
Cuvant: ~batting~; Parte:  ~vbg~; Parte expl.: ~verb, present participle/gerund~; Nr. intrari: ~9~
Cuvant: ~practice~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~37~
Cuvant: ~minutes~; Parte:  ~nns~; Parte expl.: ~plural noun~; Nr. intrari: ~121~
Cuvant: ~looked~; Parte:  ~vbd~; Parte expl.: ~verb, past tense~; Nr. intrari: ~235~
Cuvant: ~He~; Parte:  ~pps~; Parte expl.: ~3rd. singular nominative pronoun he, she, it, one~; Nr. intrari: ~2103~
Cuvant: ~groove~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~1~
Cuvant: ~Our~; Parte:  ~pp$~; Parte expl.: ~possessive personal pronoun my, our~; Nr. intrari: ~53~
Cuvant: ~pitching~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~3~
Cuvant: ~statistics~; Parte:  ~nns~; Parte expl.: ~plural noun~; Nr. intrari: ~14~
Cuvant: ~extra~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~28~
Cuvant: ~loose~; Parte:  ~rb~; Parte expl.: ~adverb~; Nr. intrari: ~8~
Cuvant: ~Six~; Parte:  ~cd-hl~; Parte expl.: ~tag exception: cd-hl~; Nr. intrari: ~2~
Cuvant: ~Bucks~; Parte:  ~np-hl~; Parte expl.: ~tag exception: np-hl~; Nr. intrari: ~1~
Cuvant: ~Until~; Parte:  ~cs~; Parte expl.: ~subordinating conjunction if, although~; Nr. intrari: ~14~
Cuvant: ~Bucs'~; Parte:  ~nps$~; Parte expl.: ~possessive plural proper noun~; Nr. intrari: ~1~
Cuvant: ~bats~; Parte:  ~nns~; Parte expl.: ~plural noun~; Nr. intrari: ~5~
Cuvant: ~quieted~; Parte:  ~vbd~; Parte expl.: ~verb, past tense~; Nr. intrari: ~2~
Cuvant: ~bit~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~74~
Cuvant: ~Cincinnati~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~5~
Cuvant: ~weekend~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~22~
Cuvant: ~hitting~; Parte:  ~vbg~; Parte expl.: ~verb, present participle/gerund~; Nr. intrari: ~9~
Cuvant: ~Despite~; Parte:  ~in~; Parte expl.: ~preposition~; Nr. intrari: ~21~
Cuvant: ~recession~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~5~
Cuvant: ~town~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~143~
Cuvant: ~imposing~; Parte:  ~vbg~; Parte expl.: ~verb, present participle/gerund~; Nr. intrari: ~3~
Cuvant: ~list~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~93~
Cuvant: ~averages~; Parte:  ~nns~; Parte expl.: ~plural noun~; Nr. intrari: ~7~
Cuvant: ~Smoky~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~1~
Cuvant: ~Burgess~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~2~
Cuvant: ~Gino~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~1~
Cuvant: ~Cimoli~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~1~
Cuvant: ~Virdon~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~2~
Cuvant: ~Clemente~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~1~
Cuvant: ~Dick~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~13~
Cuvant: ~Groat~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~1~
Cuvant: ~Stuart~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~7~
Cuvant: ~Hoak~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~1~
Cuvant: ~Skinner~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~1~
Cuvant: ~Mazeroski~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~3~
Cuvant: ~Hal~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~28~
Cuvant: ~Smith~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~25~
Cuvant: ~dragging~; Parte:  ~vbg~; Parte expl.: ~verb, present participle/gerund~; Nr. intrari: ~10~
Cuvant: ~feet~; Parte:  ~nns~; Parte expl.: ~plural noun~; Nr. intrari: ~202~
Cuvant: ~Perhaps~; Parte:  ~rb~; Parte expl.: ~adverb~; Nr. intrari: ~59~
Cuvant: ~unhappiest~; Parte:  ~jjt~; Parte expl.: ~morphologically superlative adjective biggest~; Nr. intrari: ~1~
Cuvant: ~news~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~63~
Cuvant: ~sit~; Parte:  ~vb~; Parte expl.: ~verb, base form~; Nr. intrari: ~41~
Cuvant: ~series~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~73~
Cuvant: ~Friend~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~3~
Cuvant: ~beaten~; Parte:  ~vbn~; Parte expl.: ~verb, past participle~; Nr. intrari: ~10~
Cuvant: ~The~; Parte:  ~at-tl~; Parte expl.: ~tag exception: at-tl~; Nr. intrari: ~214~
Cuvant: ~Man~; Parte:  ~nn-tl~; Parte expl.: ~tag exception: nn-tl~; Nr. intrari: ~31~
Cuvant: ~dramatic~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~38~
Cuvant: ~runs~; Parte:  ~nns~; Parte expl.: ~plural noun~; Nr. intrari: ~28~
Cuvant: ~action~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~168~
Cuvant: ~week~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~168~
Cuvant: ~We're~; Parte:  ~ppss+ber~; Parte expl.: ~tag exception: ppss+ber~; Nr. intrari: ~19~
Cuvant: ~change~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~72~
Cuvant: ~blasting~; Parte:  ~vbg~; Parte expl.: ~verb, present participle/gerund~; Nr. intrari: ~2~
Cuvant: ~ball~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~72~
Cuvant: ~No~; Parte:  ~at~; Parte expl.: ~article a, the, no~; Nr. intrari: ~149~
Cuvant: ~plunkers~; Parte:  ~nns~; Parte expl.: ~plural noun~; Nr. intrari: ~1~
Cuvant: ~Bucs~; Parte:  ~nps-hl~; Parte expl.: ~tag exception: nps-hl~; Nr. intrari: ~1~
Cuvant: ~jumped~; Parte:  ~vbd~; Parte expl.: ~verb, past tense~; Nr. intrari: ~26~
Cuvant: ~11-3~; Parte:  ~cd~; Parte expl.: ~cardinal numeral one, two, 2, etc.~; Nr. intrari: ~1~
Cuvant: ~May~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~54~
Cuvant: ~Dodgers~; Parte:  ~nps~; Parte expl.: ~plural proper noun~; Nr. intrari: ~4~
Cuvant: ~held~; Parte:  ~vbd~; Parte expl.: ~verb, past tense~; Nr. intrari: ~83~
Cuvant: ~On~; Parte:  ~in~; Parte expl.: ~preposition~; Nr. intrari: ~193~
Cuvant: ~stood~; Parte:  ~vbd~; Parte expl.: ~verb, past tense~; Nr. intrari: ~157~
Cuvant: ~7-6~; Parte:  ~cd~; Parte expl.: ~cardinal numeral one, two, 2, etc.~; Nr. intrari: ~1~
Cuvant: ~two-season~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~2~
Cuvant: ~fall-off~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~1~
Cuvant: ~milestone~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~2~
Cuvant: ~In~; Parte:  ~in~; Parte expl.: ~preposition~; Nr. intrari: ~932~
Cuvant: ~Birds~; Parte:  ~nns-tl~; Parte expl.: ~tag exception: nns-tl~; Nr. intrari: ~2~
Cuvant: ~3-10~; Parte:  ~cd~; Parte expl.: ~cardinal numeral one, two, 2, etc.~; Nr. intrari: ~1~
Cuvant: ~A~; Parte:  ~at~; Parte expl.: ~article a, the, no~; Nr. intrari: ~706~
Cuvant: ~4-13~; Parte:  ~cd~; Parte expl.: ~cardinal numeral one, two, 2, etc.~; Nr. intrari: ~1~
Cuvant: ~Since~; Parte:  ~in~; Parte expl.: ~preposition~; Nr. intrari: ~21~
Cuvant: ~St.~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~34~
Cuvant: ~Louis~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~48~
Cuvant: ~club~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~38~
Cuvant: ~times~; Parte:  ~nns~; Parte expl.: ~plural noun~; Nr. intrari: ~157~
Cuvant: ~'49~; Parte:  ~cd~; Parte expl.: ~cardinal numeral one, two, 2, etc.~; Nr. intrari: ~1~
Cuvant: ~so-so~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~3~
Cuvant: ~5-5~; Parte:  ~cd~; Parte expl.: ~cardinal numeral one, two, 2, etc.~; Nr. intrari: ~1~
Cuvant: ~fell~; Parte:  ~vbd~; Parte expl.: ~verb, past tense~; Nr. intrari: ~57~
Cuvant: ~12-17~; Parte:  ~cd~; Parte expl.: ~cardinal numeral one, two, 2, etc.~; Nr. intrari: ~1~
Cuvant: ~finishing~; Parte:  ~vbg~; Parte expl.: ~verb, present participle/gerund~; Nr. intrari: ~6~
Cuvant: ~victories~; Parte:  ~nns~; Parte expl.: ~plural noun~; Nr. intrari: ~4~
Cuvant: ~'52~; Parte:  ~cd~; Parte expl.: ~cardinal numeral one, two, 2, etc.~; Nr. intrari: ~1~
Cuvant: ~Cards~; Parte:  ~nns-tl~; Parte expl.: ~tag exception: nns-tl~; Nr. intrari: ~2~
Cuvant: ~6-7~; Parte:  ~cd~; Parte expl.: ~cardinal numeral one, two, 2, etc.~; Nr. intrari: ~1~
Cuvant: ~triumphs~; Parte:  ~nns~; Parte expl.: ~plural noun~; Nr. intrari: ~2~
Cuvant: ~club's~; Parte:  ~nn$~; Parte expl.: ~possessive singular noun~; Nr. intrari: ~4~
